rank,country,earning,players
100.,Macao,"$26,112.90",5 Players
101.,Brunei Darussalam,"$24,758.86",93 Players
102.,Costa Rica,"$21,750.31",15 Players
103.,Montenegro,"$21,577.16",5 Players
104.,Luxembourg,"$18,462.07",11 Players
105.,Iceland,"$17,429.26",19 Players
106.,Qatar,"$14,636.36",5 Players
107.,Paraguay,"$12,918.67",11 Players
108.,"Palestine, State of","$12,426.20",4 Players
109.,Oman,"$11,100.00",2 Players
110.,Malta,"$10,813.91",47 Players
111.,Sri Lanka,"$10,059.07",9 Players
112.,Yemen,"$5,170.00",1 Player
113.,Monaco,"$4,750.00",1 Player
114.,"Tanzania, United Republic of","$4,500.00",1 Player
115.,Tajikistan,"$3,475.00",1 Player
116.,Panama,"$2,860.00",4 Players
117.,Trinidad and Tobago,"$1,712.05",3 Players
118.,French Polynesia,"$1,500.00",1 Player
119.,Angola,"$1,200.00",3 Players
120.,Libyan Arab Jamahiriya,"$1,000.00",1 Player
121.,Guyana,$700.00,1 Player
122.,Jamaica,$426.00,3 Players
123.,Isle of Man,$410.00,1 Player
124.,Côte D'Ivoire,$250.00,1 Player
125.,Gibraltar,$225.00,1 Player
126.,Mauritius,$175.00,5 Players
127.,Guernsey,$159.90,1 Player
128.,Jersey,$138.76,1 Player
129.,Wallis And Futuna,$100.00,1 Player
130.,Zimbabwe,$100.00,1 Player
